,0,1
8108,36286,40340.0
8109,36286,48227.0
8110,36286,46983.0
8111,36286,48230.0
8112,36286,54825.0
8113,36286,54187.0
8114,36286,46529.0
8115,36286,49617.0
8116,36286,48110.0
8117,36286,45035.0
8118,36286,53132.0
8119,36286,37846.0
8120,36286,37847.0
8121,36286,37848.0
8122,36286,37865.0
8123,36286,37988.0
8124,36286,38128.0
8125,36286,38129.0
8126,36286,38130.0
8127,36286,38131.0
8128,36286,38245.0
8129,36286,38355.0
8130,36286,38576.0
8131,36286,38577.0
8132,36286,38740.0
8133,36286,38744.0
8134,36286,38873.0
8135,36286,38875.0
8136,36286,39024.0
8137,36286,39025.0
8138,36286,39026.0
8139,36286,39163.0
8140,36286,39164.0
8141,36286,39165.0
8142,36286,39166.0
8143,36286,39305.0
8144,36286,39309.0
8145,36286,39490.0
8146,36286,39491.0
8147,36286,39492.0
8148,36286,39493.0
8149,36286,39494.0
8150,36286,39498.0
8151,36286,39610.0
8152,36286,39727.0
8153,36286,39728.0
8154,36286,39730.0
8155,36286,39731.0
8156,36286,39732.0
8157,36286,39867.0
8158,36286,39956.0
8159,36286,40056.0
8160,36286,40596.0
8161,36286,40852.0
8162,36286,40854.0
8163,36286,40973.0
8164,36286,41152.0
8165,36286,41153.0
8166,36286,41156.0
8167,36286,41403.0
8168,36286,41404.0
8169,36286,41405.0
8170,36286,41406.0
8171,36286,42100.0
8172,36286,42104.0
8173,36286,44045.0
8174,36286,44511.0
8175,36286,44822.0
8176,36286,44823.0
8177,36286,45512.0
8178,36286,45514.0
8179,36286,45515.0
8180,36286,45518.0
8181,36286,46056.0
8182,36286,46251.0
8183,36286,46691.0
8184,36286,46814.0
8185,36286,46815.0
8186,36286,46982.0
8187,36286,47158.0
8188,36286,47271.0
8189,36286,47294.0
8190,36286,47440.0
8191,36286,47692.0
8192,36286,47693.0
8193,36286,48107.0
8194,36286,48118.0
8195,36286,48229.0
8196,36286,49177.0
8197,36286,49183.0
8198,36286,49330.0
8199,36286,49825.0
8200,36286,50200.0
8201,36286,51359.0
8202,36286,51490.0
8203,36286,52111.0
8204,36286,52353.0
8205,36286,52356.0
8206,36286,52367.0
8207,36286,52797.0
8208,36286,52800.0
8209,36286,53863.0
8210,36286,56822.0
8211,36286,57864.0
8212,36286,57865.0
8213,36286,58002.0
8214,36286,58005.0
8215,36286,58025.0
8216,36286,60954.0
8217,36286,60961.0
8218,36286,61313.0
8219,36286,61460.0
8220,36286,61766.0
8221,36286,61770.0
8222,36286,62045.0
8223,36286,62147.0
8224,36286,62284.0
8225,36286,62429.0
8226,36286,62836.0
8227,36286,62967.0
8228,36286,62968.0
8229,36286,63072.0
8230,36286,63347.0
8231,36286,64269.0
8232,36286,66085.0
8233,36286,66087.0
8234,36286,66873.0
8235,36286,66874.0
8236,36286,66898.0
8237,36286,66899.0
8238,36286,66934.0
8239,36286,67269.0
8240,36286,67303.0
8241,36286,67389.0
8242,39833,44007.0
8243,39833,60620.0
8244,39833,46695.0
8245,39833,43183.0
8246,39833,43350.0
8247,39833,44043.0
8248,39833,42718.0
8249,39833,59034.0
8250,39833,43629.0
8251,39833,43775.0
8252,39833,44008.0
8253,39833,45188.0
8254,39833,45507.0
8255,39833,46271.0
8256,39833,46551.0
8257,39833,47000.0
8258,39495,60950.0
8259,39495,51763.0
8260,39495,62411.0
8261,39495,63085.0
8262,39495,66903.0
8263,39495,66905.0
8264,39495,61329.0
8265,39495,58140.0
8266,39495,59452.0
8267,39495,66975.0
8268,39495,67004.0
8269,39495,61771.0
8270,39495,47292.0
8271,39495,55778.0
8272,39495,61609.0
8273,39495,62547.0
8274,39495,60951.0
8275,39495,67125.0
8276,39495,55776.0
8277,39495,47270.0
8278,39495,63071.0
8279,39495,46057.0
8280,39495,48530.0
8281,39495,54204.0
8282,39495,52354.0
8283,39495,46058.0
8284,39495,49331.0
8285,39495,45346.0
8286,39495,48228.0
8287,39495,49045.0
8288,39495,60826.0
8289,39495,54983.0
8290,39495,57345.0
8291,39495,61312.0
8292,39495,57691.0
8293,39495,49618.0
8294,39495,46690.0
8295,39495,49826.0
8296,39495,47912.0
8297,39495,62148.0
8298,39495,48227.0
8299,39495,46983.0
8300,39495,48230.0
8301,39495,54825.0
8302,39495,54187.0
8303,39495,46529.0
8304,39495,49617.0
8305,39495,60385.0
8306,39495,59451.0
8307,39495,48110.0
8308,39495,59589.0
8309,39495,50762.0
8310,39495,53132.0
8311,39495,60032.0
8312,39495,47272.0
8313,39495,60033.0
8314,39495,60034.0
8315,39495,48377.0
8316,39495,51360.0
8317,39495,45684.0
8318,39495,67012.0
8319,39495,46250.0
8320,39495,47564.0
8321,39495,46380.0
8322,39495,45683.0
8323,39495,52115.0
8324,39495,49830.0
8325,39495,51471.0
8326,39495,47902.0
8327,39495,51075.0
8328,39495,46053.0
8329,39495,51886.0
8330,39495,47147.0
8331,39495,48235.0
8332,39495,46062.0
8333,39495,54679.0
8334,39495,49824.0
8335,39495,45513.0
8336,39495,46379.0
8337,39495,51472.0
8338,39495,49329.0
8339,39495,53129.0
8340,39495,53732.0
8341,39495,49619.0
8342,39495,49827.0
8343,39495,51074.0
8344,39495,54826.0
8345,39495,62550.0
8346,39495,54526.0
8347,39495,52523.0
8348,39495,45512.0
8349,39495,45514.0
8350,39495,45515.0
8351,39495,45518.0
8352,39495,46056.0
8353,39495,46251.0
8354,39495,46691.0
8355,39495,46814.0
8356,39495,46815.0
8357,39495,46982.0
8358,39495,47158.0
8359,39495,47271.0
8360,39495,47294.0
8361,39495,47440.0
8362,39495,47692.0
8363,39495,47693.0
8364,39495,48107.0
8365,39495,48118.0
8366,39495,48229.0
8367,39495,48664.0
8368,39495,49177.0
8369,39495,49183.0
8370,39495,49330.0
8371,39495,49825.0
8372,39495,51359.0
8373,39495,51490.0
8374,39495,52111.0
8375,39495,52353.0
8376,39495,52356.0
8377,39495,52367.0
8378,39495,52797.0
8379,39495,52800.0
8380,39495,53863.0
8381,39495,59901.0
8382,39495,60393.0
8383,39495,60817.0
8384,39495,60954.0
8385,39495,60961.0
8386,39495,61313.0
8387,39495,61460.0
8388,39495,61766.0
8389,39495,61770.0
8390,39495,62045.0
8391,39495,62147.0
8392,39495,62284.0
8393,39495,62429.0
8394,39495,62836.0
8395,39495,62967.0
8396,39495,62968.0
8397,39495,63072.0
8398,39495,66085.0
8399,39495,66087.0
8400,39495,66553.0
8401,39495,66656.0
8402,39495,66686.0
8403,39495,66798.0
8404,39495,66799.0
8405,39495,66835.0
8406,39495,66873.0
8407,39495,66874.0
8408,39495,66898.0
8409,39495,66899.0
8410,39495,66934.0
8411,39495,67389.0
8412,43493,54508.0
8413,43493,52678.0
8414,43493,57530.0
8415,43493,52504.0
8416,43493,51101.0
8417,43493,56397.0
8418,43493,54681.0
8419,43493,50170.0
8420,43493,53738.0
8421,43493,53561.0
8422,43493,50030.0
8423,43493,50813.0
8424,43493,50937.0
8425,43493,52097.0
8426,43493,63629.0
8427,43493,64776.0
8428,43493,64778.0
8429,35511,60950.0
8430,35511,39957.0
8431,35511,62411.0
8432,35511,63085.0
8433,35511,66903.0
8434,35511,66905.0
8435,35511,61329.0
8436,35511,58140.0
8437,35511,59452.0
8438,35511,66975.0
8439,35511,67004.0
8440,35511,45037.0
8441,35511,36689.0
8442,35511,55778.0
8443,35511,41402.0
8444,35511,42847.0
8445,35511,60951.0
8446,35511,67125.0
8447,35511,39496.0
8448,35511,67231.0
8449,35511,47270.0
8450,35511,63071.0
8451,35511,39029.0
8452,35511,36291.0
8453,35511,36183.0
8454,35511,36195.0
8455,35511,36381.0
8456,35511,36382.0
8457,35511,36409.0
8458,35511,36411.0
8459,35511,36485.0
8460,35511,36486.0
8461,35511,36550.0
8462,35511,36597.0
8463,35511,36670.0
8464,35511,36673.0
8465,35511,36775.0
8466,35511,36928.0
8467,35511,36929.0
8468,35511,36969.0
8469,35511,37026.0
8470,35511,37027.0
8471,35511,37121.0
8472,35511,37206.0
8473,35511,37207.0
8474,35511,37405.0
8475,35511,37406.0
8476,35511,37422.0
8477,35511,37581.0
8478,35511,37583.0
8479,35511,37590.0
8480,35511,37722.0
8481,35511,37724.0
8482,35511,37725.0
8483,35511,37846.0
8484,35511,37847.0
8485,35511,37848.0
8486,35511,37865.0
8487,35511,37988.0
8488,35511,38128.0
8489,35511,38129.0
8490,35511,38130.0
8491,35511,38131.0
8492,35511,38245.0
8493,35511,38355.0
8494,35511,38539.0
8495,35511,38550.0
8496,35511,38576.0
8497,35511,38740.0
8498,35511,38873.0
8499,35511,38875.0
8500,35511,39024.0
8501,35511,39025.0
8502,35511,39026.0
8503,35511,39163.0
8504,35511,39164.0
8505,35511,39165.0
8506,35511,39305.0
8507,35511,39309.0
8508,35511,39490.0
8509,35511,39491.0
8510,35511,39492.0
8511,35511,39493.0
8512,35511,39494.0
8513,35511,39498.0
8514,35511,39610.0
8515,35511,39727.0
8516,35511,39728.0
8517,35511,39730.0
8518,35511,39732.0
8519,35511,39867.0
8520,35511,39956.0
8521,35511,40852.0
8522,35511,41403.0
8523,35511,41404.0
8524,35511,41405.0
8525,35511,42720.0
8526,35511,42849.0
8527,35511,43041.0
8528,35511,43778.0
8529,35511,43785.0
8530,35511,44045.0
8531,35511,44511.0
8532,35511,44822.0
8533,35511,44823.0
8534,35511,45512.0
8535,35511,45514.0
8536,35511,45515.0
8537,35511,45518.0
8538,35511,46056.0
8539,35511,46251.0
8540,35511,46691.0
8541,35511,46814.0
8542,35511,46815.0
8543,35511,46982.0
8544,35511,48229.0
8545,35511,48664.0
8546,35511,49177.0
8547,35511,49183.0
8548,35511,49330.0
8549,35511,49825.0
8550,35511,50200.0
8551,35511,51359.0
8552,35511,51490.0
8553,35511,52111.0
8554,35511,52353.0
8555,35511,52356.0
8556,35511,52367.0
8557,35511,52797.0
8558,35511,52800.0
8559,35511,53863.0
8560,35511,62045.0
8561,35511,62147.0
8562,35511,62284.0
8563,35511,62429.0
8564,35511,62836.0
8565,35511,62967.0
8566,35511,62968.0
8567,35511,63072.0
8568,35511,63347.0
8569,35511,64269.0
8570,35511,66085.0
8571,35511,66087.0
8572,35511,66553.0
8573,35511,66656.0
8574,35511,66686.0
8575,35511,66798.0
8576,35511,66799.0
8577,35511,66835.0
8578,35511,66873.0
8579,35511,66874.0
8580,35511,66898.0
8581,35511,66899.0
8582,35511,66934.0
8583,35511,67269.0
8584,35511,67303.0
8585,35511,67389.0
8586,40966,44007.0
8587,40966,52678.0
8588,40966,57530.0
8589,40966,60620.0
8590,40966,52504.0
8591,40966,46695.0
8592,40966,51101.0
8593,40966,44478.0
8594,40966,50170.0
8595,40966,53738.0
8596,40966,43629.0
8597,40966,43775.0
8598,40966,44008.0
8599,40966,45188.0
8600,40966,45507.0
8601,40966,46271.0
8602,40966,46551.0
8603,40966,47000.0
8604,40966,47579.0
8605,40966,47582.0
8606,40966,47698.0
8607,40966,47926.0
8608,40966,52097.0
8609,40966,63629.0
8610,40966,64776.0
8611,40966,64778.0
8612,40966,66517.0
8613,49834,53857.0
8614,49834,55755.0
8615,49834,53241.0
8616,49834,53248.0
8617,49834,53247.0
8618,49834,53523.0
8619,49834,53246.0
8620,49834,53527.0
8621,35515,58140.0
8622,35515,57710.0
8623,35515,55778.0
8624,35515,55776.0
8625,35515,57999.0
8626,35515,54204.0
8627,35515,55479.0
8628,35515,56382.0
8629,35515,55117.0
8630,35515,54976.0
8631,35515,54983.0
8632,35515,57345.0
8633,35515,57691.0
8634,35515,55774.0
8635,35515,55478.0
8636,35515,56812.0
8637,35515,54825.0
8638,35515,54187.0
8639,35515,58477.0
8640,35515,57863.0
8641,35515,58004.0
8642,35515,58000.0
8643,35515,58478.0
8644,35515,55917.0
8645,35515,55119.0
8646,35515,54525.0
8647,35515,57692.0
8648,35515,54679.0
8649,35515,58001.0
8650,35515,54826.0
8651,35515,54526.0
8652,35515,56822.0
8653,35515,57864.0
8654,35515,57865.0
8655,35515,58002.0
8656,35515,58005.0
8657,35515,58025.0
8658,35544,60950.0
8659,35544,39957.0
8660,35544,62411.0
8661,35544,63085.0
8662,35544,66903.0
8663,35544,66905.0
8664,35544,61329.0
8665,35544,58140.0
8666,35544,66975.0
8667,35544,67004.0
8668,35544,45037.0
8669,35544,36689.0
8670,35544,55778.0
8671,35544,41402.0
8672,35544,42847.0
8673,35544,60951.0
8674,35544,67125.0
8675,35544,39496.0
8676,35544,67231.0
8677,35544,47270.0
8678,35544,63071.0
8679,35544,39029.0
8680,35544,48530.0
8681,35544,54204.0
8682,35544,36927.0
8683,35544,40338.0
8684,35544,40965.0
8685,35544,36485.0
8686,35544,36486.0
8687,35544,36548.0
8688,35544,36550.0
8689,35544,36597.0
8690,35544,36673.0
8691,35544,36775.0
8692,35544,36928.0
8693,35544,36929.0
8694,35544,36969.0
8695,35544,37026.0
8696,35544,37027.0
8697,35544,37121.0
8698,35544,37206.0
8699,35544,37207.0
8700,35544,37405.0
8701,35544,37406.0
8702,35544,37422.0
8703,35544,37581.0
8704,35544,37583.0
8705,35544,37590.0
8706,35544,37722.0
8707,35544,37724.0
8708,35544,37725.0
8709,35544,37846.0
8710,35544,37847.0
8711,35544,37848.0
8712,35544,37865.0
8713,35544,37988.0
8714,35544,38128.0
8715,35544,38129.0
8716,35544,38130.0
8717,35544,38131.0
8718,35544,38245.0
8719,35544,38355.0
8720,35544,38539.0
8721,35544,38550.0
8722,35544,38576.0
8723,35544,38577.0
8724,35544,38740.0
8725,35544,38744.0
8726,35544,38873.0
8727,35544,38875.0
8728,35544,39024.0
8729,35544,39025.0
8730,35544,39026.0
8731,35544,39163.0
8732,35544,39164.0
8733,35544,39165.0
8734,35544,39166.0
8735,35544,39305.0
8736,35544,39309.0
8737,35544,39490.0
8738,35544,39491.0
8739,35544,39492.0
8740,35544,39493.0
8741,35544,39494.0
8742,35544,39498.0
8743,35544,39610.0
8744,35544,39727.0
8745,35544,39728.0
8746,35544,39730.0
8747,35544,39731.0
8748,35544,39732.0
8749,35544,39867.0
8750,35544,39956.0
8751,35544,47158.0
8752,35544,47271.0
8753,35544,47294.0
8754,35544,47440.0
8755,35544,47692.0
8756,35544,47693.0
8757,35544,48107.0
8758,35544,48118.0
8759,35544,48229.0
8760,35544,48664.0
8761,35544,49177.0
8762,35544,49183.0
8763,35544,49330.0
8764,35544,49825.0
8765,35544,50200.0
8766,35544,51359.0
8767,35544,51490.0
8768,35544,66798.0
8769,35544,66799.0
8770,35544,66835.0
8771,35544,66873.0
8772,35544,66874.0
8773,35544,66898.0
8774,35544,66899.0
8775,35544,66934.0
8776,35544,67269.0
8777,35544,67303.0
8778,35544,67389.0
8779,35563,45037.0
8780,35563,47292.0
8781,35563,45040.0
8782,35563,47270.0
8783,35563,46057.0
8784,35563,48530.0
8785,35563,46058.0
8786,35563,49331.0
8787,35563,45346.0
8788,35563,48228.0
8789,35563,45038.0
8790,35563,46690.0
8791,35563,47912.0
8792,35563,48227.0
8793,35563,46983.0
8794,35563,48230.0
8795,35563,46529.0
8796,35563,49617.0
8797,35563,48110.0
8798,35563,47272.0
8799,35563,46054.0
8800,35563,48377.0
8801,35563,45684.0
8802,35563,46250.0
8803,35563,47564.0
8804,35563,46380.0
8805,35563,45683.0
8806,35563,47902.0
8807,35563,46053.0
8808,35563,45042.0
8809,35563,47147.0
8810,35563,48235.0
8811,35563,46062.0
8812,35563,45513.0
8813,35563,46379.0
8814,35563,49329.0
8815,35563,45512.0
8816,35563,45514.0
8817,35563,45515.0
8818,35563,45518.0
8819,35563,46056.0
8820,35563,46251.0
8821,35563,46691.0
8822,35563,46814.0
8823,35563,46815.0
8824,35563,46982.0
8825,35563,47158.0
8826,35563,47271.0
8827,35563,47294.0
8828,35563,47440.0
8829,35563,47692.0
8830,35563,47693.0
8831,35563,48107.0
8832,35563,48118.0
8833,35563,48229.0
8834,35563,48664.0
8835,35563,49177.0
8836,35563,49183.0
8837,35563,49330.0
8838,39282,60950.0
8839,39282,51763.0
8840,39282,62411.0
8841,39282,63085.0
8842,39282,66903.0
8843,39282,66905.0
8844,39282,61329.0
8845,39282,58140.0
8846,39282,59452.0
8847,39282,66975.0
8848,39282,67004.0
8849,39282,61771.0
8850,39282,47292.0
8851,39282,55778.0
8852,39282,61609.0
8853,39282,62547.0
8854,39282,60951.0
8855,39282,67125.0
8856,39282,55776.0
8857,39282,47270.0
8858,39282,63071.0
8859,39282,48530.0
8860,39282,54204.0
8861,39282,46058.0
8862,39282,49331.0
8863,39282,63348.0
8864,39282,48228.0
8865,39282,49045.0
8866,39282,60826.0
8867,39282,54983.0
8868,39282,57345.0
8869,39282,61312.0
8870,39282,57691.0
8871,39282,49618.0
8872,39282,46690.0
8873,39282,49826.0
8874,39282,47912.0
8875,39282,62148.0
8876,39282,48227.0
8877,39282,46983.0
8878,39282,48230.0
8879,39282,54825.0
8880,39282,54187.0
8881,39282,58477.0
8882,39282,46529.0
8883,39282,49617.0
8884,39282,48110.0
8885,39282,50762.0
8886,39282,53132.0
8887,39282,47272.0
8888,39282,46054.0
8889,39282,48377.0
8890,39282,58000.0
8891,39282,67012.0
8892,39282,58478.0
8893,39282,46250.0
8894,39282,47564.0
8895,39282,46380.0
8896,39282,55119.0
8897,39282,49830.0
8898,39282,51471.0
8899,39282,47902.0
8900,39282,46053.0
8901,39282,51886.0
8902,39282,47147.0
8903,39282,48235.0
8904,39282,46062.0
8905,39282,54679.0
8906,39282,49824.0
8907,39282,52348.0
8908,39282,46379.0
8909,39282,49329.0
8910,39282,53129.0
8911,39282,49619.0
8912,39282,49827.0
8913,39282,58001.0
8914,39282,54826.0
8915,39282,62550.0
8916,39282,54526.0
8917,39282,52523.0
8918,39282,46056.0
8919,39282,46251.0
8920,39282,46691.0
8921,39282,46814.0
8922,39282,46815.0
8923,39282,46982.0
8924,39282,47158.0
8925,39282,47271.0
8926,39282,47294.0
8927,39282,47440.0
8928,39282,47692.0
8929,39282,47693.0
8930,39282,48107.0
8931,39282,48118.0
8932,39282,48229.0
8933,39282,48664.0
8934,39282,49177.0
8935,39282,49183.0
8936,39282,49330.0
8937,39282,49825.0
8938,39282,50200.0
8939,39282,52797.0
8940,39282,56822.0
8941,39282,57864.0
8942,39282,57865.0
8943,39282,58002.0
8944,39282,58005.0
8945,39282,58025.0
8946,39282,60954.0
8947,39282,60961.0
8948,39282,61313.0
8949,39282,61460.0
8950,39282,61766.0
8951,39282,61770.0
8952,39282,62045.0
8953,39282,62147.0
8954,39282,62284.0
8955,39282,62429.0
8956,39282,62836.0
8957,39282,62967.0
8958,39282,62968.0
8959,39282,63072.0
8960,39282,63347.0
8961,39282,64269.0
8962,39282,66085.0
8963,39282,66087.0
8964,39282,66553.0
8965,39282,66656.0
8966,39282,66686.0
8967,39282,66798.0
8968,39282,66799.0
8969,39282,66835.0
8970,39282,66873.0
8971,39282,66874.0
8972,39282,66898.0
8973,39282,66899.0
8974,39282,66934.0
8975,39282,67389.0
8976,54306,61295.0
8977,54306,64777.0
8978,54306,64037.0
8979,54306,63209.0
8980,54306,63216.0
8981,54306,63229.0
8982,54306,63629.0
8983,54306,64776.0
8984,54306,64778.0
8985,35566,37989.0
8986,35960,39957.0
8987,35960,62411.0
8988,35960,63085.0
8989,35960,59452.0
8990,35960,66975.0
8991,35960,67004.0
8992,35960,45037.0
8993,35960,47292.0
8994,35960,55778.0
8995,35960,41402.0
8996,35960,42847.0
8997,35960,60951.0
8998,35960,67125.0
8999,35960,39496.0
9000,35960,67231.0
9001,35960,47270.0
9002,35960,63071.0
9003,35960,39029.0
9004,35960,48530.0
9005,35960,38571.0
9006,35960,40338.0
9007,35960,45346.0
9008,35960,40965.0
9009,35960,39959.0
9010,35960,40964.0
9011,35960,41730.0
9012,35960,41154.0
9013,35960,38578.0
9014,35960,40340.0
9015,35960,37026.0
9016,35960,37027.0
9017,35960,37121.0
9018,35960,37206.0
9019,35960,37207.0
9020,35960,37405.0
9021,35960,37406.0
9022,35960,37422.0
9023,35960,37581.0
9024,35960,37583.0
9025,35960,37590.0
9026,35960,37722.0
9027,35960,37724.0
9028,35960,37725.0
9029,35960,37846.0
9030,35960,37847.0
9031,35960,37848.0
9032,35960,37865.0
9033,35960,37988.0
9034,35960,38128.0
9035,35960,38129.0
9036,35960,38130.0
9037,35960,38131.0
9038,35960,38245.0
9039,35960,38355.0
9040,35960,38550.0
9041,35960,38576.0
9042,35960,38577.0
9043,35960,38740.0
9044,35960,38744.0
9045,35960,38873.0
9046,35960,38875.0
9047,35960,39024.0
9048,35960,39025.0
9049,35960,39026.0
9050,35960,39163.0
9051,35960,39164.0
9052,35960,39165.0
9053,35960,39166.0
9054,35960,39305.0
9055,35960,39309.0
9056,35960,39490.0
9057,35960,39491.0
9058,35960,39492.0
9059,35960,39493.0
9060,35960,39494.0
9061,35960,39498.0
9062,35960,39610.0
9063,35960,39727.0
9064,35960,39728.0
9065,35960,39730.0
9066,35960,39731.0
9067,35960,39732.0
9068,35960,39867.0
9069,35960,39956.0
9070,35960,40056.0
9071,35960,40596.0
9072,35960,40852.0
9073,35960,40854.0
9074,35960,40973.0
9075,35960,41152.0
9076,35960,41153.0
9077,35960,41156.0
9078,35960,41403.0
9079,35960,41404.0
9080,35960,41405.0
9081,35960,41406.0
9082,35960,42100.0
9083,35960,42104.0
9084,35960,42720.0
9085,35960,42849.0
9086,35960,43041.0
9087,35960,43778.0
9088,35960,43785.0
9089,35960,44045.0
9090,35960,44511.0
9091,35960,44822.0
9092,35960,44823.0
9093,35960,45512.0
9094,35960,45514.0
9095,35960,45515.0
9096,35960,45518.0
9097,35960,46056.0
9098,35960,46251.0
9099,35960,52797.0
9100,35960,61460.0
9101,35960,61766.0
9102,35960,61770.0
9103,35960,62045.0
9104,35960,62147.0
9105,35960,62284.0
9106,35960,62429.0
9107,35960,62836.0
9108,35960,62967.0
9109,35960,62968.0
9110,35960,63072.0
9111,35960,63347.0
9112,35960,64269.0
9113,35960,67269.0
9114,35960,67303.0
9115,42562,46061.0
9116,42562,45682.0
9117,42562,46549.0
9118,42562,53248.0
9119,42562,60343.0
9120,42562,53247.0
9121,42562,60483.0
9122,42562,48534.0
9123,42562,49832.0
9124,42562,49053.0
9125,42562,46395.0
9126,42562,46553.0
9127,42562,46706.0
9128,42562,46708.0
9129,42562,46823.0
9130,42562,47152.0
9131,42562,47290.0
9132,42562,49052.0
9133,42562,49172.0
9134,42562,49335.0
9135,42562,53527.0
9136,42562,66082.0
9137,42562,66244.0
9138,42562,66320.0
9139,43019,50460.0
9140,43019,48536.0
9141,43019,57530.0
9142,43019,60620.0
9143,43019,46695.0
9144,43019,51101.0
9145,43019,50170.0
9146,43019,46551.0
9147,43019,47000.0
9148,43019,47579.0
9149,43019,47582.0
9150,43019,47698.0
9151,43019,47926.0
9152,43019,50030.0
9153,43019,50813.0
9154,43019,64776.0
9155,43019,64778.0
9156,43019,66517.0
9157,37989,60950.0
9158,37989,51763.0
9159,37989,62411.0
9160,37989,63085.0
9161,37989,66903.0
9162,37989,66905.0
9163,37989,61329.0
9164,37989,58140.0
9165,37989,59452.0
9166,37989,66975.0
9167,37989,67004.0
9168,37989,45037.0
9169,37989,47292.0
9170,37989,55778.0
9171,37989,61609.0
9172,37989,62547.0
9173,37989,60951.0
9174,37989,67125.0
9175,37989,45040.0
9176,37989,67231.0
9177,37989,47270.0
9178,37989,63071.0
9179,37989,46057.0
9180,37989,48530.0
9181,37989,54204.0
9182,37989,52354.0
9183,37989,43040.0
9184,37989,44041.0
9185,37989,45346.0
9186,37989,43206.0
9187,37989,45038.0
9188,37989,60826.0
9189,37989,44352.0
9190,37989,57345.0
9191,37989,61312.0
9192,37989,57691.0
9193,37989,46690.0
9194,37989,44040.0
9195,37989,48227.0
9196,37989,46983.0
9197,37989,54825.0
9198,37989,54187.0
9199,37989,58477.0
9200,37989,46529.0
9201,37989,49617.0
9202,37989,60385.0
9203,37989,59451.0
9204,37989,59589.0
9205,37989,45035.0
9206,37989,53132.0
9207,37989,60032.0
9208,37989,47272.0
9209,37989,60033.0
9210,37989,46054.0
9211,37989,60034.0
9212,37989,48377.0
9213,37989,51360.0
9214,37989,45684.0
9215,37989,58000.0
9216,37989,67012.0
9217,37989,58478.0
9218,37989,46250.0
9219,37989,47564.0
9220,37989,45683.0
9221,37989,52115.0
9222,37989,51471.0
9223,37989,47902.0
9224,37989,44209.0
9225,37989,46053.0
9226,37989,45042.0
9227,37989,47147.0
9228,37989,48235.0
9229,37989,46062.0
9230,37989,44208.0
9231,37989,45513.0
9232,37989,46379.0
9233,37989,51472.0
9234,37989,50600.0
9235,37989,53129.0
9236,37989,53732.0
9237,37989,49619.0
9238,37989,51074.0
9239,37989,50599.0
9240,37989,58001.0
9241,37989,54826.0
9242,37989,54526.0
9243,37989,52523.0
9244,37989,43041.0
9245,37989,43778.0
9246,37989,43785.0
9247,37989,44045.0
9248,37989,44511.0
9249,37989,44822.0
9250,37989,44823.0
9251,37989,45512.0
9252,37989,45514.0
9253,37989,45515.0
9254,37989,45518.0
9255,37989,46056.0
9256,37989,46251.0
9257,37989,46691.0
9258,37989,46814.0
9259,37989,46815.0
9260,37989,46982.0
9261,37989,47158.0
9262,37989,47271.0
9263,37989,47294.0
9264,37989,47440.0
9265,37989,51359.0
9266,37989,51490.0
9267,37989,52111.0
9268,37989,52353.0
9269,37989,52356.0
9270,37989,52367.0
9271,37989,52797.0
9272,37989,52800.0
9273,37989,53863.0
9274,37989,57864.0
9275,37989,57865.0
9276,37989,58002.0
9277,37989,58005.0
9278,37989,58025.0
9279,37989,58908.0
9280,37989,59901.0
9281,37989,60393.0
9282,37989,60817.0
9283,37989,60954.0
9284,37989,60961.0
9285,37989,61313.0
9286,37989,61460.0
9287,37989,61766.0
9288,37989,61770.0
9289,37989,62045.0
9290,37989,66553.0
9291,37989,66656.0
9292,37989,66686.0
9293,37989,66798.0
9294,37989,66799.0
9295,37989,66835.0
9296,37989,66873.0
9297,37989,66874.0
9298,37989,66898.0
9299,37989,66899.0
9300,37989,66934.0
9301,37989,67269.0
9302,37989,67389.0
9303,57071,62844.0
9304,57071,64777.0
9305,57071,64037.0
9306,57071,63209.0
9307,57071,63216.0
9308,57071,63229.0
9309,57071,63629.0
9310,57071,64776.0
9311,57071,64778.0
9312,35605,45037.0
9313,35605,41402.0
9314,35605,42847.0
9315,35605,45040.0
9316,35605,46057.0
9317,35605,42097.0
9318,35605,42101.0
9319,35605,45346.0
9320,35605,43206.0
9321,35605,42719.0
9322,35605,44352.0
9323,35605,41730.0
9324,35605,42098.0
9325,35605,45035.0
9326,35605,46054.0
9327,35605,45684.0
9328,35605,45683.0
9329,35605,44209.0
9330,35605,46053.0
9331,35605,45042.0
9332,35605,46062.0
9333,35605,44208.0
9334,35605,45513.0
9335,35605,41403.0
9336,35605,41404.0
9337,35605,41405.0
9338,35605,41406.0
9339,35605,42100.0
9340,35605,42104.0
9341,35605,42720.0
9342,35605,42849.0
9343,35605,43041.0
9344,35605,43778.0
9345,35605,43785.0
9346,35605,44045.0
9347,35605,44511.0
9348,35605,44822.0
9349,35605,44823.0
9350,35605,45512.0
9351,35605,45514.0
9352,35605,45515.0
9353,35605,45518.0
9354,35605,46056.0
9355,35608,60950.0
9356,35608,39957.0
9357,35608,62411.0
9358,35608,63085.0
9359,35608,66903.0
9360,35608,66905.0
9361,35608,61329.0
9362,35608,58140.0
9363,35608,59452.0
9364,35608,66975.0
9365,35608,67004.0
9366,35608,45037.0
9367,35608,36689.0
9368,35608,55778.0
9369,35608,41402.0
9370,35608,42847.0
9371,35608,60951.0
9372,35608,67125.0
9373,35608,39496.0
9374,35608,67231.0
9375,35608,47270.0
9376,35608,63071.0
9377,35608,39029.0
9378,35608,36291.0
9379,35608,36183.0
